Dev2/ai0	Dev2/ai1	Dev2/ai2	Dev2/ai3	Dev2/ai4	Dev2/ai5	Dev2/ai6	Dev2/ai7	Dev2/ai8	Dev2/ai9	Dev2/ai10	Dev2/ai11	Dev2/ai12	Dev2/ai13	Dev2/ai14	Dev2/ai15	
-1.568604e-001	-1.242065e-001	-1.348877e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.380371e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.327515e-001	-1.159668e-001	-1.351929e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.629395e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.568604e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.354980e-001	3.051758e-002	-1.983643e-002	1.831055e-002	8.850098e-003	2.502441e-002	7.629395e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.568604e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.983643e-002	1.770020e-002	8.239746e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.239014e-001	-1.345825e-001	-1.153564e-001	-1.327515e-001	-1.162720e-001	-1.354980e-001	3.082275e-002	-1.983643e-002	1.800537e-002	8.544922e-003	2.532959e-002	7.324219e-003	2.380371e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.082275e-002	-1.953125e-002	1.800537e-002	8.239746e-003	2.502441e-002	7.324219e-003	2.349854e-002	-3.051758e-004	1.141357e-001	
-1.571655e-001	-1.239014e-001	-1.345825e-001	-1.150513e-001	-1.327515e-001	-1.156616e-001	-1.354980e-001	3.082275e-002	-1.922607e-002	1.770020e-002	8.544922e-003	2.471924e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.150513e-001	-1.327515e-001	-1.156616e-001	-1.354980e-001	3.082275e-002	-1.922607e-002	1.770020e-002	8.239746e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.159668e-001	-1.354980e-001	3.112793e-002	-1.953125e-002	1.800537e-002	8.239746e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.574707e-001	-1.242065e-001	-1.345825e-001	-1.150513e-001	-1.324463e-001	-1.156616e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.502441e-002	7.324219e-003	2.349854e-002	3.051758e-004	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.342773e-001	-1.153564e-001	-1.324463e-001	-1.159668e-001	-1.354980e-001	3.082275e-002	-1.922607e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.159668e-001	-1.354980e-001	3.082275e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.502441e-002	7.019043e-003	2.349854e-002	3.051758e-004	1.138306e-001	
-1.574707e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.502441e-002	7.324219e-003	2.319336e-002	-3.051758e-004	1.138306e-001	
-1.571655e-001	-1.245117e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.082275e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.471924e-002	7.019043e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.348877e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.019043e-003	2.319336e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.321411e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.922607e-002	1.800537e-002	8.544922e-003	2.532959e-002	7.019043e-003	2.349854e-002	0.000000e+000	1.135254e-001	
-1.574707e-001	-1.245117e-001	-1.345825e-001	-1.156616e-001	-1.327515e-001	-1.156616e-001	-1.354980e-001	3.082275e-002	-1.953125e-002	1.800537e-002	8.850098e-003	2.502441e-002	7.629395e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.574707e-001	-1.245117e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.351929e-001	3.082275e-002	-1.892090e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.135254e-001	
-1.577759e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.112793e-002	-1.892090e-002	1.831055e-002	8.544922e-003	2.502441e-002	7.629395e-003	2.349854e-002	-3.051758e-004	1.135254e-001	
-1.571655e-001	-1.245117e-001	-1.348877e-001	-1.153564e-001	-1.324463e-001	-1.153564e-001	-1.351929e-001	3.051758e-002	-1.922607e-002	1.831055e-002	8.544922e-003	2.532959e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.135254e-001	
-1.574707e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.019043e-003	2.349854e-002	-3.051758e-004	1.135254e-001	
-1.577759e-001	-1.242065e-001	-1.345825e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.351929e-001	3.112793e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.502441e-002	7.324219e-003	2.349854e-002	3.051758e-004	1.138306e-001	
-1.577759e-001	-1.248169e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.351929e-001	3.082275e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.502441e-002	7.629395e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.574707e-001	-1.242065e-001	-1.348877e-001	-1.156616e-001	-1.324463e-001	-1.156616e-001	-1.348877e-001	3.082275e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.380371e-002	0.000000e+000	1.138306e-001	
-1.574707e-001	-1.245117e-001	-1.348877e-001	-1.156616e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.112793e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.577759e-001	-1.245117e-001	-1.348877e-001	-1.156616e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.112793e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.135254e-001	
-1.574707e-001	-1.242065e-001	-1.348877e-001	-1.156616e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.112793e-002	-1.892090e-002	1.800537e-002	8.544922e-003	2.532959e-002	7.324219e-003	2.319336e-002	-3.051758e-004	1.135254e-001	
-1.571655e-001	-1.245117e-001	-1.351929e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.358032e-001	3.082275e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.349854e-002	-3.051758e-004	1.138306e-001	
-1.571655e-001	-1.245117e-001	-1.351929e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.351929e-001	3.082275e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.629395e-003	2.319336e-002	0.000000e+000	1.135254e-001	
-1.571655e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.159668e-001	-1.351929e-001	3.082275e-002	-1.922607e-002	1.800537e-002	9.155273e-003	2.532959e-002	7.324219e-003	2.349854e-002	3.051758e-004	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.159668e-001	-1.351929e-001	3.082275e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.532959e-002	7.629395e-003	2.349854e-002	3.051758e-004	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.351929e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.082275e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.532959e-002	7.324219e-003	2.380371e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.242065e-001	-1.351929e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.800537e-002	8.544922e-003	2.532959e-002	7.629395e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.574707e-001	-1.242065e-001	-1.348877e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.629395e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.574707e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.324219e-003	2.349854e-002	-3.051758e-004	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.348877e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.358032e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.850098e-003	2.502441e-002	7.629395e-003	2.349854e-002	-3.051758e-004	1.135254e-001	
-1.574707e-001	-1.242065e-001	-1.348877e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.082275e-002	-1.953125e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.349854e-002	-3.051758e-004	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.239746e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.574707e-001	-1.245117e-001	-1.348877e-001	-1.156616e-001	-1.324463e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.574707e-001	-1.242065e-001	-1.345825e-001	-1.156616e-001	-1.324463e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.245117e-001	-1.348877e-001	-1.156616e-001	-1.324463e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.324219e-003	2.380371e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.324463e-001	-1.162720e-001	-1.351929e-001	3.021240e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.324219e-003	2.349854e-002	3.051758e-004	1.141357e-001	
-1.571655e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.324463e-001	-1.159668e-001	-1.351929e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.324219e-003	2.319336e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.239014e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.019043e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.568604e-001	-1.239014e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.983643e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.019043e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.327515e-001	-1.153564e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.770020e-002	8.239746e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.239014e-001	-1.348877e-001	-1.150513e-001	-1.327515e-001	-1.159668e-001	-1.351929e-001	3.021240e-002	-1.953125e-002	1.770020e-002	8.544922e-003	2.502441e-002	7.019043e-003	2.349854e-002	-3.051758e-004	1.138306e-001	
-1.568604e-001	-1.239014e-001	-1.348877e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.354980e-001	3.021240e-002	-1.922607e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.568604e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.239746e-003	2.471924e-002	7.019043e-003	2.319336e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.239014e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.324219e-003	2.349854e-002	3.051758e-004	1.141357e-001	
-1.568604e-001	-1.239014e-001	-1.342773e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.953125e-002	1.800537e-002	8.239746e-003	2.502441e-002	7.019043e-003	2.319336e-002	3.051758e-004	1.138306e-001	
-1.571655e-001	-1.235962e-001	-1.345825e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.354980e-001	3.082275e-002	-1.983643e-002	1.800537e-002	8.544922e-003	2.502441e-002	7.019043e-003	2.319336e-002	0.000000e+000	1.141357e-001	
-1.568604e-001	-1.239014e-001	-1.345825e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.983643e-002	1.770020e-002	8.239746e-003	2.502441e-002	7.324219e-003	2.349854e-002	3.051758e-004	1.141357e-001	
-1.571655e-001	-1.239014e-001	-1.342773e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.082275e-002	-1.983643e-002	1.800537e-002	8.239746e-003	2.502441e-002	7.019043e-003	2.319336e-002	0.000000e+000	1.144409e-001	
-1.568604e-001	-1.242065e-001	-1.342773e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.354980e-001	3.082275e-002	-1.983643e-002	1.770020e-002	8.544922e-003	2.502441e-002	7.019043e-003	2.319336e-002	0.000000e+000	1.144409e-001	
-1.568604e-001	-1.239014e-001	-1.342773e-001	-1.150513e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.082275e-002	-1.983643e-002	1.770020e-002	8.239746e-003	2.471924e-002	7.019043e-003	2.349854e-002	3.051758e-004	1.141357e-001	
-1.568604e-001	-1.235962e-001	-1.345825e-001	-1.153564e-001	-1.327515e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.953125e-002	1.770020e-002	8.239746e-003	2.502441e-002	7.019043e-003	2.319336e-002	0.000000e+000	1.138306e-001	
-1.568604e-001	-1.239014e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.082275e-002	-1.953125e-002	1.770020e-002	8.239746e-003	2.502441e-002	7.019043e-003	2.349854e-002	-3.051758e-004	1.141357e-001	
-1.571655e-001	-1.235962e-001	-1.342773e-001	-1.153564e-001	-1.324463e-001	-1.159668e-001	-1.351929e-001	3.082275e-002	-1.953125e-002	1.770020e-002	8.544922e-003	2.471924e-002	7.019043e-003	2.288818e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.235962e-001	-1.345825e-001	-1.153564e-001	-1.321411e-001	-1.156616e-001	-1.354980e-001	3.051758e-002	-1.953125e-002	1.770020e-002	8.239746e-003	2.502441e-002	7.019043e-003	2.319336e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.242065e-001	-1.342773e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.348877e-001	3.082275e-002	-1.922607e-002	1.800537e-002	8.544922e-003	2.471924e-002	7.019043e-003	2.288818e-002	0.000000e+000	1.141357e-001	
-1.571655e-001	-1.239014e-001	-1.345825e-001	-1.150513e-001	-1.321411e-001	-1.153564e-001	-1.351929e-001	3.082275e-002	-1.892090e-002	1.831055e-002	8.239746e-003	2.502441e-002	7.019043e-003	2.319336e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.348877e-001	3.021240e-002	-1.892090e-002	1.800537e-002	8.850098e-003	2.502441e-002	7.019043e-003	2.319336e-002	-3.051758e-004	1.138306e-001	
-1.574707e-001	-1.239014e-001	-1.345825e-001	-1.150513e-001	-1.321411e-001	-1.156616e-001	-1.348877e-001	3.051758e-002	-1.892090e-002	1.831055e-002	8.544922e-003	2.502441e-002	7.019043e-003	2.319336e-002	-3.051758e-004	1.138306e-001	
-1.574707e-001	-1.242065e-001	-1.345825e-001	-1.150513e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.892090e-002	1.831055e-002	8.850098e-003	2.502441e-002	7.019043e-003	2.349854e-002	0.000000e+000	1.135254e-001	
-1.574707e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.321411e-001	-1.153564e-001	-1.354980e-001	3.082275e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.502441e-002	7.629395e-003	2.319336e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.342773e-001	-1.150513e-001	-1.321411e-001	-1.153564e-001	-1.351929e-001	3.051758e-002	-1.953125e-002	1.831055e-002	8.544922e-003	2.532959e-002	7.324219e-003	2.319336e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.342773e-001	-1.150513e-001	-1.324463e-001	-1.153564e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.502441e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.156616e-001	-1.321411e-001	-1.153564e-001	-1.351929e-001	3.082275e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.319336e-002	0.000000e+000	1.138306e-001	
-1.574707e-001	-1.242065e-001	-1.345825e-001	-1.150513e-001	-1.324463e-001	-1.156616e-001	-1.348877e-001	3.051758e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.563477e-002	7.019043e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.082275e-002	-1.892090e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.629395e-003	2.349854e-002	3.051758e-004	1.138306e-001	
-1.571655e-001	-1.239014e-001	-1.345825e-001	-1.153564e-001	-1.321411e-001	-1.153564e-001	-1.351929e-001	3.112793e-002	-1.861572e-002	1.831055e-002	8.544922e-003	2.532959e-002	7.324219e-003	2.349854e-002	-3.051758e-004	1.135254e-001	
-1.574707e-001	-1.239014e-001	-1.342773e-001	-1.150513e-001	-1.321411e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.138306e-001	
-1.574707e-001	-1.239014e-001	-1.348877e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.082275e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.563477e-002	7.324219e-003	2.319336e-002	0.000000e+000	1.135254e-001	
-1.571655e-001	-1.242065e-001	-1.345825e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.892090e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.380371e-002	0.000000e+000	1.135254e-001	
-1.574707e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.021240e-002	-1.861572e-002	1.861572e-002	8.850098e-003	2.563477e-002	7.324219e-003	2.380371e-002	0.000000e+000	1.132202e-001	
-1.577759e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.321411e-001	-1.156616e-001	-1.354980e-001	3.082275e-002	-1.892090e-002	1.861572e-002	9.155273e-003	2.532959e-002	7.324219e-003	2.380371e-002	0.000000e+000	1.138306e-001	
-1.577759e-001	-1.242065e-001	-1.348877e-001	-1.156616e-001	-1.327515e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.892090e-002	1.861572e-002	9.155273e-003	2.532959e-002	7.934570e-003	2.380371e-002	-3.051758e-004	1.135254e-001	
-1.577759e-001	-1.242065e-001	-1.348877e-001	-1.156616e-001	-1.324463e-001	-1.159668e-001	-1.351929e-001	3.051758e-002	-1.922607e-002	1.861572e-002	9.155273e-003	2.593994e-002	7.629395e-003	2.380371e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.245117e-001	-1.348877e-001	-1.156616e-001	-1.324463e-001	-1.159668e-001	-1.351929e-001	3.082275e-002	-1.922607e-002	1.861572e-002	9.155273e-003	2.532959e-002	7.629395e-003	2.380371e-002	-3.051758e-004	1.138306e-001	
-1.574707e-001	-1.245117e-001	-1.348877e-001	-1.156616e-001	-1.324463e-001	-1.156616e-001	-1.354980e-001	3.082275e-002	-1.922607e-002	1.831055e-002	9.155273e-003	2.563477e-002	7.629395e-003	2.380371e-002	0.000000e+000	1.135254e-001	
-1.571655e-001	-1.245117e-001	-1.351929e-001	-1.156616e-001	-1.324463e-001	-1.159668e-001	-1.348877e-001	3.051758e-002	-1.922607e-002	1.861572e-002	8.850098e-003	2.532959e-002	7.629395e-003	2.380371e-002	0.000000e+000	1.135254e-001	
-1.571655e-001	-1.245117e-001	-1.348877e-001	-1.156616e-001	-1.327515e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.563477e-002	7.629395e-003	2.380371e-002	3.051758e-004	1.135254e-001	
-1.574707e-001	-1.242065e-001	-1.345825e-001	-1.156616e-001	-1.324463e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.922607e-002	1.831055e-002	9.155273e-003	2.563477e-002	7.629395e-003	2.380371e-002	3.051758e-004	1.138306e-001	
-1.574707e-001	-1.242065e-001	-1.348877e-001	-1.156616e-001	-1.327515e-001	-1.156616e-001	-1.351929e-001	3.051758e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.380371e-002	0.000000e+000	1.138306e-001	
-1.571655e-001	-1.245117e-001	-1.345825e-001	-1.156616e-001	-1.327515e-001	-1.156616e-001	-1.354980e-001	3.021240e-002	-1.922607e-002	1.831055e-002	9.155273e-003	2.532959e-002	7.629395e-003	2.380371e-002	3.051758e-004	1.135254e-001	
-1.574707e-001	-1.242065e-001	-1.348877e-001	-1.153564e-001	-1.324463e-001	-1.159668e-001	-1.351929e-001	3.051758e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.629395e-003	2.380371e-002	0.000000e+000	1.132202e-001	
-1.574707e-001	-1.245117e-001	-1.345825e-001	-1.156616e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.324219e-003	2.349854e-002	0.000000e+000	1.135254e-001	
-1.577759e-001	-1.245117e-001	-1.348877e-001	-1.156616e-001	-1.327515e-001	-1.156616e-001	-1.354980e-001	3.051758e-002	-1.922607e-002	1.831055e-002	8.850098e-003	2.532959e-002	7.629395e-003	2.380371e-002	0.000000e+000	1.135254e-001	
-1.574707e-001	-1.242065e-001	-1.351929e-001	-1.156616e-001	-1.324463e-001	-1.159668e-001	-1.351929e-001	3.021240e-002	-1.922607e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.629395e-003	2.380371e-002	-3.051758e-004	1.138306e-001	
-1.577759e-001	-1.245117e-001	-1.348877e-001	-1.153564e-001	-1.327515e-001	-1.159668e-001	-1.354980e-001	3.021240e-002	-1.953125e-002	1.800537e-002	8.850098e-003	2.532959e-002	7.629395e-003	2.380371e-002	0.000000e+000	1.132202e-001	
